=======================================
Testing Seeds 5001-5500 (500 seeds)
=======================================

Step 1: Generating teams...
Step 2: Running JavaScript battles...
Step 3: Running Rust battles...
Step 4: Comparing results...

Seed 5194: ✓ PASS (100%) - 46/46 turns
Seed 5195: ✓ PASS (100%) - 89/89 turns
Seed 5196: ✓ PASS (100%) - 100/100 turns
Seed 5197: ✓ PASS (100%) - 45/45 turns
Seed 5198: ✓ PASS (100%) - 56/56 turns
Seed 5199: ✓ PASS (100%) - 55/55 turns
Seed 5200: ✓ PASS (100%) - 27/27 turns
Seed 5201: ✓ PASS (100%) - 42/42 turns
Seed 5202: ✓ PASS (100%) - 37/37 turns
Seed 5203: ✓ PASS (100%) - 43/43 turns
Seed 5204: ✗ FAIL (56%) - 34/60 turns
Seed 5205: ✓ PASS (100%) - 38/38 turns
Seed 5206: ✓ PASS (100%) - 91/91 turns
Seed 5207: ✓ PASS (100%) - 62/62 turns
Seed 5208: ✓ PASS (100%) - 100/100 turns
Seed 5209: ✓ PASS (100%) - 67/67 turns
Seed 5210: ✓ PASS (100%) - 100/100 turns
Seed 5211: ✓ PASS (100%) - 45/45 turns
Seed 5212: ✓ PASS (100%) - 44/44 turns
Seed 5213: ✓ PASS (100%) - 62/62 turns
Seed 5214: ✓ PASS (100%) - 32/32 turns
Seed 5215: ✗ FAIL (77%) - 53/68 turns
Seed 5216: ✓ PASS (100%) - 36/36 turns
Seed 5217: ✓ PASS (100%) - 78/78 turns
Seed 5218: ✓ PASS (100%) - 63/63 turns
Seed 5219: ✓ PASS (100%) - 37/37 turns
Seed 5220: ✓ PASS (100%) - 60/60 turns
Seed 5221: ✓ PASS (100%) - 80/80 turns
Seed 5222: ✓ PASS (100%) - 63/63 turns
Seed 5223: ✓ PASS (100%) - 100/100 turns
Seed 5224: ✓ PASS (100%) - 79/79 turns
Seed 5225: ✓ PASS (100%) - 22/22 turns
Seed 5226: ✓ PASS (100%) - 100/100 turns
Seed 5227: ✓ PASS (100%) - 53/53 turns
Seed 5228: ✓ PASS (100%) - 65/65 turns
Seed 5229: ✓ PASS (100%) - 54/54 turns
Seed 5230: ✓ PASS (100%) - 100/100 turns
Seed 5231: ✓ PASS (100%) - 41/41 turns
Seed 5232: ✓ PASS (100%) - 94/94 turns
Seed 5233: ✓ PASS (100%) - 46/46 turns
Seed 5234: ✓ PASS (100%) - 17/17 turns
Seed 5235: ✓ PASS (100%) - 24/24 turns
Seed 5236: ✓ PASS (100%) - 43/43 turns
Seed 5237: ✓ PASS (100%) - 45/45 turns
Seed 5238: ✓ PASS (100%) - 27/27 turns
Seed 5239: ✓ PASS (100%) - 40/40 turns
Seed 5240: ✓ PASS (100%) - 71/71 turns
Seed 5241: ✓ PASS (100%) - 100/100 turns
Seed 5242: ✓ PASS (100%) - 38/38 turns
Seed 5243: ✓ PASS (100%) - 69/69 turns
Seed 5244: ✓ PASS (100%) - 69/69 turns
Seed 5245: ✗ FAIL (64%) - 48/75 turns
Seed 5246: ✓ PASS (100%) - 97/97 turns
Seed 5247: ✓ PASS (100%) - 59/59 turns
Seed 5248: ✓ PASS (100%) - 100/100 turns
Seed 5249: ✓ PASS (100%) - 100/100 turns
Seed 5250: ✓ PASS (100%) - 48/48 turns
Seed 5251: ✗ FAIL (18%) - 15/82 turns
Seed 5252: ✓ PASS (100%) - 79/79 turns
Seed 5253: ✓ PASS (100%) - 40/40 turns
Seed 5254: ✓ PASS (100%) - 29/29 turns
Seed 5255: ✓ PASS (100%) - 61/61 turns
Seed 5256: ✓ PASS (100%) - 100/100 turns
Seed 5257: ✓ PASS (100%) - 35/35 turns
Seed 5258: ✓ PASS (100%) - 54/54 turns
Seed 5259: ✓ PASS (100%) - 53/53 turns
Seed 5260: ✓ PASS (100%) - 31/31 turns
Seed 5261: ✓ PASS (100%) - 35/35 turns
Seed 5262: ✓ PASS (100%) - 57/57 turns
Seed 5263: ✓ PASS (100%) - 33/33 turns
Seed 5264: ✓ PASS (100%) - 53/53 turns
Seed 5265: ✓ PASS (100%) - 33/33 turns
Seed 5266: ✗ FAIL (84%) - 55/65 turns
Seed 5267: ✓ PASS (100%) - 23/23 turns
Seed 5268: ✓ PASS (100%) - 45/45 turns
Seed 5269: ✓ PASS (100%) - 43/43 turns
Seed 5270: ✓ PASS (100%) - 50/50 turns
Seed 5271: ✓ PASS (100%) - 82/82 turns
Seed 5272: ✓ PASS (100%) - 39/39 turns
Seed 5273: ✓ PASS (100%) - 62/62 turns
Seed 5274: ✓ PASS (100%) - 71/71 turns
Seed 5275: ✓ PASS (100%) - 32/32 turns
Seed 5276: ✓ PASS (100%) - 67/67 turns
Seed 5277: ✓ PASS (100%) - 19/19 turns
Seed 5278: ✓ PASS (100%) - 42/42 turns
Seed 5279: ✓ PASS (100%) - 41/41 turns
Seed 5280: ✓ PASS (100%) - 75/75 turns
Seed 5281: ✓ PASS (100%) - 48/48 turns
Seed 5282: ✓ PASS (100%) - 48/48 turns
Seed 5283: ✓ PASS (100%) - 40/40 turns
Seed 5284: ✓ PASS (100%) - 66/66 turns
Seed 5285: ✓ PASS (100%) - 35/35 turns
Seed 5286: ✓ PASS (100%) - 98/98 turns
Seed 5287: ✓ PASS (100%) - 33/33 turns
Seed 5288: ✓ PASS (100%) - 66/66 turns
